ID;Última Actualización;Razón Social;Calle;Número;ID Comuna;Comuna;ID Región;Región;Horario de Atención;Distribuidor;Distribuidor Logo;Distribuidor Logo SVG;Distribuidor Logo SVG Horizontal;Gasolina 93 $/L;Gasolina 97 $/L;Petróleo Diesel $/L;Gasolina 95 $/L;GLP Vehicular $/m3;GNC $/m3;Latitud;Longitud;Tienda;Farmacia;Mantención;Autoservicio;Pago Efectivo;Cheque;Tarjetas Bancarias;Tarjeta Grandes Tiendas
pe810107;04/02/2021 10:13;SOCIEDAD COMERCIAL YAEGER LTDA.;Av. Pedro A. Cerda;2155;8108;San Pedro de la Paz;8;Del Biobío;24 horas;Petrobras;http://api.cne.cl/brands/logo2.jpg;http://api.cne.cl/brands/petrobras.svg;http://api.cne.cl/brands/petrobras-horizontal.svg;792;844;553;819;;;-3,68374E+13;-7,31181E+13;VERDADERO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO;VERDADERO;FALSO
sh810101;04/02/2021 15:06;Servicios de Construcción y Servicentros Ventus Limitada;AVDA. MICHIMALONCO;1130;8108;San Pedro de la Paz;8;Del Biobío;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;792;846;553;819;;;-36843326;-73094604;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
sh810801;04/02/2021 15:17;Comercial Flosep Ltda.;Av. Portal San Pedro;6950;8108;San Pedro de la Paz;8;Del Biobío;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;792;844;553;819;;;-36837229;-73109557;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
sh810802;04/02/2021 15:17;Burdiles y Diaz Ltda;Las Violetas;1292;8108;San Pedro de la Paz;8;Del Biobío;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;792;846;553;819;;;-368325713;-731011449;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
pe810901;04/02/2021 8:50;Alain Lacazette Navarro;Av. Lautaro;1100;8109;Santa Juana;8;Del Biobío;24 horas;Petrobras;http://api.cne.cl/brands/logo2.jpg;http://api.cne.cl/brands/petrobras.svg;http://api.cne.cl/brands/petrobras-horizontal.svg;788;853;544;825;;;-3,71676E+13;-7,295E+13;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
sh810901;04/02/2021 15:09;SOCIEDAD COMERCIAL ARRIAGADA E HIJOS LIMITADA;Lautaro , Acceso Santa Juana;1262;8109;Santa Juana;8;Del Biobío;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;787;852;544;824;;;-37165866;-72952998;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;FALSO
co811002;04/02/2021 15:45;Comercial y Servicios Arc en Ciel Ltda;VALDIVIA;60;8110;Talcahuano;8;Del Biobío;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;791;845;552;820;;;-3,67112E+13;-7,31143E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
co811003;05/02/2021 10:43;COMERCIAL Y SERVICIOS M&C LTDA.;PEREZ GACITUA;190;8110;Talcahuano;8;Del Biobío;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;791;845;552;820;;;-3,67278E+13;-7,31094E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
co811004;04/02/2021 15:04;DEPTO BIENESTAR SOCIAL IIª ZONA NAVAL        61.102.023-6;JORGE MONTT SN, BASE NAVAL;0;8110;Talcahuano;8;Del Biobío;Lun a Dgo 07:15 a 21.30;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;788;842;550;817;;;-3,67005E+13;-7,31098E+12;FALSO;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co811005;04/02/2021 10:30;COMBUSTIBLES VARELA LTDA.;GRAN BRETANA;5475;8110;Talcahuano;8;Del Biobío;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;789;842;553;816;;;-3,67727E+13;-7,31136E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co811006;04/02/2021 15:59;Murillo Ltda;Autopista Concepción Talcahuano;7001;8110;Talcahuano;8;Del Biobío;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;791;845;554;821;;;-3,67791E+13;-7,30773E+13;VERDADERO;VERDADERO;VERDADERO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co811006A;04/02/2021 16:00;Murillo Ltda;Autopista Concepción Talcahuano;7001;8110;Talcahuano;8;Del Biobío;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;785;839;548;815;;;-3,67794E+13;-7,30772E+13;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co811007;04/02/2021 16:05;SOC. COM. RICARDO SILVA Y COMPA#IA  LIMITADA      772575106;AMERICO VESPUCIO;434;8110;Talcahuano;8;Del Biobío;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;791;845;554;820;;;-3,6781E+13;-7,3079E+13;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
pe811001;04/02/2021 11:04;COMBUSTIBLES FRANCISCO BOBADILLA Y COMPAÑIA LIMITADA;Av. Las Golondrinas;1895;8110;Talcahuano;8;Del Biobío;24 horas;Petrobras;http://api.cne.cl/brands/logo2.jpg;http://api.cne.cl/brands/petrobras.svg;http://api.cne.cl/brands/petrobras-horizontal.svg;790;843;553;818;;;-36776813;-7311258;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
pe811002;04/02/2021 9:36;COMBUSTIBLES LAUQUEN-ANTU LIMITADA;Av. Blanco Encalada;702;8110;Talcahuano;8;Del Biobío;24 horas;Petrobras;http://api.cne.cl/brands/logo2.jpg;http://api.cne.cl/brands/petrobras.svg;http://api.cne.cl/brands/petrobras-horizontal.svg;791;845;552;820;;;-3,67156E+13;-7,31097E+13;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
pe811003;04/02/2021 9:38;COMBUSTIBLES LAUQUEN ANTU LIMITADA;Malaquías Concha;770;8110;Talcahuano;8;Del Biobío;24 horas;Petrobras;http://api.cne.cl/brands/logo2.jpg;http://api.cne.cl/brands/petrobras.svg;http://api.cne.cl/brands/petrobras-horizontal.svg;791;845;552;819;;;-3,67251E+13;-7,312E+13;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
sh811002;04/02/2021 10:03;Cristian Alejandro Velásquez Henríquez;Colon;3300;8110;Talcahuano;8;Del Biobío;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;791;845;554;820;;;-3,67435E+12;-7,30978E+13;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
sh811003;04/02/2021 8:13;Soc. Distrib. de Comb. Pehuen Ltda.;Avda. Las Golondrinas;1204;8110;Talcahuano;8;Del Biobío;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;784;835;544;810;;;-3,6779E+13;-7,31003E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
sh811004;04/02/2021 9:56;INVERSIONES ENEX S.A.;Autopista Concepción Talcahuano;6461;8110;Talcahuano;8;Del Biobío;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;791;845;554;820;;;-3,67747E+13;-7,30801E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
te811001;05/02/2021 13:55;Administradora de Ventas al Detalle Ltda.;Autopista Talcahuano - Concepciï¿½n;8360;8110;Talcahuano;8;Del Biobío;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;791;845;554;820;;;-36791111;-73071111;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO;VERDADERO;FALSO
te811001A;05/02/2021 13:55;Administradora de Ventas al Detalle Ltda.;AUTOPISTA TALCAHUANO -CONCEPCIÃ“N;8360;8110;Talcahuano;8;Del Biobío;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;785;839;548;814;;;-36791111;-73071111;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO
te811002;04/02/2021 14:57;"Joel Tiburcio Henriquez Arevalo 6.293.589-8	";Toribio Medina;444;8110;Talcahuano;8;Del Biobío;24 horas;Terpel;http://api.cne.cl/brands/logo3.jpg;http://api.cne.cl/brands/terpel.svg;http://api.cne.cl/brands/terpel-horizontal.svg;786;;549;815;;;-3,67357E+13;-7,31101E+12;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
te811003;10/02/2021 22:49;Distribuidora de Combustibles Mauro Antonio Contreras Parada E.I.R.L;Bilbao;404;8110;Talcahuano;8;Del Biobío;07:00 a 23:00;Socorro;http://api.cne.cl/brands/logo40.jpg;http://api.cne.cl/brands/socorro.svg;http://api.cne.cl/brands/socorro-horizontal.svg;795;;555;823;;;-3,67247E+13;-7,31157E+13;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
co811101;04/02/2021 15:10;DISTRIBUIDORA DE COMBUSTIBLES GARCI A FIGUEROA LIMITADA;AV. LATORRE;750;8111;Tomé;8;Del Biobío;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;789;846;552;818;;;-3,66213E+13;-7,2957E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
co811102;04/02/2021 16:11;INMOBILIARIA Y COMERCIAL FOMACK LTD A.;CAMINO ACCESO PROYECTO INMOB. PINGU;0;8111;Tomé;8;Del Biobío;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;;;555;819;;;-36539177;-7292979;FALSO;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
li811101;06/11/2017 15:54;SILVIO ERNESTO ZAMBRANO MOLINA / Rut: 8.227.010-8;LA JUNTA AV.CENTRAL;1096;8111;Tomé;8;Del Biobío;24 horas;Lipigas;http://api.cne.cl/brands/logo24.jpg;http://api.cne.cl/brands/lipigas.svg;http://api.cne.cl/brands/lipigas-horizontal.svg;;;;;474;;-3,66387E+13;-7,29508E+13;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
pe811101;08/02/2021 14:51;Henry Christian Behrens Araneda;Serrano;855;8111;Tomé;8;Del Biobío;24 horas;Petrobras;http://api.cne.cl/brands/logo2.jpg;http://api.cne.cl/brands/petrobras.svg;http://api.cne.cl/brands/petrobras-horizontal.svg;789;846;552;818;;;-3,66203E+13;-7,29578E+13;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
sh811101;10/02/2021 11:36;SOCIEDAD MILLAHUE LTDA.;Mariano Egaña;986;8111;Tomé;8;Del Biobío;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;789;844;552;818;;;-3,66115E+13;-7,29568E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
co811001;04/02/2021 8:25;Alfredo Miranda y Cia. Ltda.;COLON;7601;8112;Hualpén;8;Del Biobío;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;789;843;551;817;;;-3,67844E+13;-7,30865E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
te811201;04/02/2021 15:08;SOCIEDAD COMERCIAL CABEN LIMITADA;AVDA CRISTOBAL COLON;8955;8112;Hualpén;8;Del Biobío;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;789;843;551;817;;;-367989143;-730855051;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
co820101;04/02/2021 17:07;Sociedad Comercial Campo Norte Limitada;ANDRES BELLO, ESQ. J. A. RIOS;0;8201;Lebu;8;Del Biobío;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;796;860;563;830;;;-3,76096E+13;-7,36586E+13;VERDADERO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
te820101;28/01/2021 16:03;Sociedad Barrozo y Compañía Limitada;Alcazar;30;8201;Lebu;8;Del Biobío;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;791;855;557;825;;;-3,76108E+13;-7,36475E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
co820201;04/02/2021 16:32;Administradora de Ventas al Detalle Ltda.;CONDELL ESQ. KORNER;0;8202;Arauco;8;Del Biobío;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;794;854;549;824;;;-3,72445E+12;-7,33109E+13;VERDADERO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co820203;04/02/2021 16:24;ADMINISTRADORA DE VENTAS AL DETALLE LIMITADA;RUTA 160 SN KM 48,9;0;8202;Arauco;8;Del Biobío;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;797;861;559;830;;;-371675164;-73185841;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
pb820201;04/02/2021 14:53;Ulloa Hermanos y CIA Ltda.;Llico;0;8202;Arauco;8;Del Biobío;24 horas;Sin bandera;http://api.cne.cl/brands/logo10.jpg;http://api.cne.cl/brands/sin bandera.svg;http://api.cne.cl/brands/sin bandera-horizontal.svg;801;;554;830;;;-37197235;-73564515;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
pb820202;04/02/2021 16:50;Vecoser Ltda;Camino Arauco Carampangue;755;8202;Arauco;8;Del Biobío;24 horas;Redsur;http://api.cne.cl/brands/logo73.jpg;http://api.cne.cl/brands/redsur.svg;http://api.cne.cl/brands/redsur-horizontal.svg;794;854;549;824;;;-3,72456E+13;-7,33023E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
sh820201;05/02/2021 6:27;COMERCIAL CBC LTDA.;Ruta 160 Km 65 Carampangue. Arauco;65;8202;Arauco;8;Del Biobío;07:00 A 22:00;Sin bandera;http://api.cne.cl/brands/logo10.jpg;http://api.cne.cl/brands/sin bandera.svg;http://api.cne.cl/brands/sin bandera-horizontal.svg;797;;559;830;;;-37262435;-732400211;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO;VERDADERO;FALSO
sh820202;04/02/2021 15:01;Estación de Servicios B&B Hermanos Limitada.;Ruta p20 lote 3;153;8202;Arauco;8;Del Biobío;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;795;855;549;825;;;-3,72451E+13;-7,33057E+13;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
co820301;04/02/2021 8:29;Sociedad Comercial Urquieta Limitada LTDA;AV. PRESIDENTE FREI;1063;8203;Cañete;8;Del Biobío;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;805;866;578;836;;;-3,78065E+13;-7,33915E+13;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
pb820301;04/02/2021 15:34;CKR SERVICENTRO CRISTIAN EDUARDO VENTURELLI LANDERO E.I.R.L.;RUTA P60 CON COVADONGA SN LOTE 7;0;8203;Cañete;8;Del Biobío;24 horas;Ckr;http://api.cne.cl/brands/logo99.jpg;http://api.cne.cl/brands/ckr.svg;http://api.cne.cl/brands/ckr-horizontal.svg;805;866;578;836;;;-37804928;-73;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
pe820301;11/02/2021 8:01;Soc. Comercial e Inversiones Lonconao Ltda.;Avenida Presidente Frei;1151;8203;Cañete;8;Del Biobío;24 horas;Petrobras;http://api.cne.cl/brands/logo2.jpg;http://api.cne.cl/brands/petrobras.svg;http://api.cne.cl/brands/petrobras-horizontal.svg;811;872;584;842;;;-3,7806E+12;-7,33912E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
sh820301;04/02/2021 16:25;VECOSER LTDA;Avda. Presidente Frei sn°;0;8203;Cañete;8;Del Biobío;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;805;866;578;836;;;-37794063;-7338997;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
sh820302;04/02/2021 15:44;VECOSER LTDA.;Saavedra Covadonga;591;8203;Cañete;8;Del Biobío;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;805;866;578;836;;;-37801617;-73400251;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
co820401;04/02/2021 16:01;Administradora de ventas al detalle ltda;Ignacio Carrera Pinto;315;8204;Contulmo;8;Del Biobío;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;821;882;573;861;;;-3,80059E+13;-7,32231E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co820501;04/02/2021 15:49;Administradora de Ventas al Detalle Ltda.;AV. OHIGGINS          SN;0;8205;Curanilahue;8;Del Biobío;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;807;886;576;837;;;-3,74783E+13;-7,33415E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
sh820501;04/02/2021 15:54;VECOSER LTDA;O'Higgins;905;8205;Curanilahue;8;Del Biobío;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;807;886;576;837;;;-37476243;-73342124;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
co820601;11/02/2021 0:29;LUCIA COFRE BANDERAS Y COMPAÑIA LIM ITADA. R.U.T.: 77.328.270-6;AV. IGNACIO CARRERA PINTO;24;8206;Los Álamos;8;Del Biobío;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;816;878;586;848;;;-3,76288E+13;-7,34639E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
co820602;04/02/2021 8:21;COMERCIAL HISPANIA SUR LTDA;AV. DIEGO PORTALES;1855;8206;Los Álamos;8;Del Biobío;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;810;873;578;842;;;-37605928;-73406976;FALSO;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co820701;28/01/2021 12:44;HECTOR GERARDO RAMIREZ HURTADO 9.719.165-4;LOTE 6 B SN, SECTOR PONOTRO TIRUA;0;8207;Tirúa;8;Del Biobío;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;800;859;563;827;;;-3,83405E+13;-7,3495E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
te820701;12/01/2021 8:44;Estacion de Servicios Humberto Lagazzi EIRL.;Tirua Sur km 1, Lote A;0;8207;Tirúa;8;Del Biobío;24 horas;Terpel;http://api.cne.cl/brands/logo3.jpg;http://api.cne.cl/brands/terpel.svg;http://api.cne.cl/brands/terpel-horizontal.svg;816;;533;825;;;-3,83472E+13;-7,34898E+13;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;FALSO
ab830101;08/01/2021 9:48;Sociedad Sanchez y Compa??a Ltda.;Av Francisco Encina;1451;8301;Los Ángeles;8;Del Biobío;24 horas;Abastible;http://api.cne.cl/brands/logo23.jpg;http://api.cne.cl/brands/abastible.svg;http://api.cne.cl/brands/abastible-horizontal.svg;;;;;433;;-3,74847E+13;-7,23312E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
ag830101;04/02/2021 14:59;Autogasco;orompello;2046;8301;Los Ángeles;8;Del Biobío;24 horas;Autogasco;http://api.cne.cl/brands/logo28.jpg;http://api.cne.cl/brands/autogasco.svg;http://api.cne.cl/brands/autogasco-horizontal.svg;;;;;456;;-3,74556E+13;-7,23792E+13;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
co830101;04/02/2021 8:20;Inversiones Heredia y Cia. Ltda;AV. GABRIELA MISTRAL;1625;8301;Los Ángeles;8;Del Biobío;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;787;825;553;805;;;-3,74736E+12;-7,23292E+13;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
co830102;04/02/2021 8:23;VELOSO S.A.;RUTA PANAMERICANA SUR KM. 506;0;8301;Los Ángeles;8;Del Biobío;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;788;833;553;806;;;-3,7442E+13;-7,23274E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co830103;04/02/2021 10:52;Sociedad Comercial ALUN Limitada;KM 18 CAMINO ANTUCO;0;8301;Los Ángeles;8;Del Biobío;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;792;829;553;809;;;-3,74286E+13;-7,21315E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co830104;11/02/2021 6:37;Sociedad Comercial Urquieta Huerta Limitada;VALDIVIA;100;8301;Los Ángeles;8;Del Biobío;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;789;828;554;807;;;-3,74723E+13;-7,23528E+13;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co830105;04/02/2021 8:36;Soc. Comer. Y Distr. De Combustibles Los Angeles Ltda // 76.149.375-2;AV. VICUï¿½A MACKENNA;1241;8301;Los Ángeles;8;Del Biobío;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;787;825;553;805;;;-3,74798E+13;-7,23654E+13;VERDADERO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
co830106;04/02/2021 9:16;DIST. DE COMBUSTIBLES RUIZ QUIROZ S .A. 96.719.060-8;VILLAGRAN;766;8301;Los Ángeles;8;Del Biobío;24 horas;Sin bandera;http://api.cne.cl/brands/logo10.jpg;http://api.cne.cl/brands/sin bandera.svg;http://api.cne.cl/brands/sin bandera-horizontal.svg;777;813;541;787;;;-3,74641E+13;-7,23493E+13;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co830107;11/02/2021 0:03;ADMINISTRADORA DE VENTAS AL DETALLE LTDA.;RUTA 5 SUR KM 518,5;0;8301;Los Ángeles;8;Del Biobío;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;798;870;562;836;;;-3,75467E+13;-7,23097E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co830108;04/02/2021 15:46;ADMINISTRADORA DE VENTAS AL DETALLE  LTDA.;RUTA 5 SUR KM 484, SALIDA NORTE;0;8301;Los Ángeles;8;Del Biobío;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;791;856;539;820;;;-3,72832E+13;-7,2354E+13;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co830109;04/02/2021 10:44;SOC. COMERCIAL MONSERRAT LTDA.;AV. ERCILLA;795;8301;Los Ángeles;8;Del Biobío;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;787;826;550;803;;;-3,7464E+13;-7,23548E+13;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co830110;11/02/2021 7:15;Administradora de Ventas Al detalle Limitada;ALMAGRO;1198;8301;Los Ángeles;8;Del Biobío;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;784;824;547;793;;;-3,74589E+12;-7,23481E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
